st_spectype,st_teff,st_rad,st_mass,st_lum,st_logg,st_age,st_dens,st_vsin,sy_gaiamag
G6 V,5466.0,0.9,0.99,-0.165,4.53,1.6,1.50172,1.8,13.1048
G6 V,5466.0,0.9,0.99,-0.223,4.53,2.2,1.50172,1.8,13.1048
,5833.0,0.97,1.02,0.162,4.47,4.7,0.00634,,14.854
,5833.0,0.97,1.02,0.162,4.47,4.7,0.01743,,14.854
,5922.0,1.14,1.08,0.213,4.3,0.2,0.87299,,13.9061
,5922.0,1.14,1.08,0.213,4.3,0.2,0.69068,,13.9061
,5545.0,0.86,0.95,-0.169,4.53,1.7,2.08224,,15.1013
,6080.0,1.2,1.2,0.269,4.4,0.53,1.06266,4.6,13.7397
,6080.0,1.2,1.2,0.269,4.4,0.53,1.20992,4.6,13.7397
,6080.0,1.2,1.2,0.269,4.4,0.53,1.04245,4.6,13.7397
,6080.0,1.2,1.2,0.269,4.4,0.53,1.05759,4.6,13.7397
,6080.0,1.2,1.2,0.269,4.4,0.53,0.76623,4.6,13.7397
,6080.0,1.2,1.2,0.269,4.4,0.53,1.24899,4.6,13.7397
,6080.0,1.2,1.2,0.269,4.4,0.53,1.18855,4.6,13.7397
,5830.0,0.96,1.01,0.068,4.47,3.2,1.88,3.5,14.5027
B,27730.0,0.2,0.5,1.36,5.52,,84.1,,14.9062
,6182.0,1.52,1.28,0.479,4.18,3.16,0.654,7.3,12.1882
,6182.0,1.52,1.28,0.479,4.18,3.16,0.66594,7.3,12.1882
,6182.0,1.52,1.28,0.479,4.18,3.16,0.77072,7.3,12.1882
,6182.0,1.52,1.28,0.479,4.18,3.16,0.85049,7.3,12.1882
K1 V,5165.0,0.91,0.89,-0.353,4.47,,1.68,5.1,12.7933
M2.0V,3550.0,0.29,0.28,-1.793,4.92,,14.27604,6.0,8.06198
,5627.0,1.06,0.91,0.055,4.35,9.12,1.068,2.04,10.9191
,5706.0,1.09,1.02,0.055,4.37,9.12,1.10794,2.04,10.9191
,5825.0,1.49,1.08,0.411,4.12,6.46,0.44,3.7,11.1293
,6453.0,1.51,1.4,0.715,4.23,1.26,0.31247,,13.1923
,5491.0,0.88,0.9,-0.279,4.52,4.68,0.1919,,15.3302
,5376.0,0.84,0.93,-0.279,4.56,0.6,2.24021,,15.3302
,6144.0,1.57,1.22,0.501,4.13,4.07,0.53373,,11.6475
,6109.0,1.17,1.11,0.282,4.35,3.16,2.86343,,14.0225
,4972.0,3.39,1.11,0.713,3.43,7.76,0.05453,,13.3998
,5782.0,1.06,1.0,0.136,4.38,6.17,0.86486,,13.1838
,5328.0,0.74,0.78,-0.4,4.59,4.27,1.8432,,
,4587.0,0.7,0.73,-0.568,4.62,4.17,4.45642,,14.7347
,5066.0,0.78,0.81,-0.507,4.56,6.76,3.15618,,13.379
,4027.0,0.57,0.59,-0.987,4.7,3.16,2.82945,,15.3014
G3 IV,5667.0,1.56,1.17,0.42,4.12,5.9,0.437,2.6,13.5672
,5253.0,0.82,0.86,-0.412,4.55,4.79,1.17744,,14.6875
,5416.0,0.88,0.91,-0.376,4.52,4.47,2.1712,,15.2028
,5556.0,0.91,0.95,-0.194,4.5,3.72,1.80454,,13.3154
,4954.0,0.76,0.81,-0.531,4.59,4.27,1.79457,,14.4077
,5388.0,0.84,0.88,-0.337,4.54,4.79,3.6704,,14.6265
,6769.0,1.81,1.49,0.559,4.09,1.58,0.52713,,12.7586
,5821.0,1.0,0.99,0.124,4.44,3.89,0.65812,,15.3193
,5821.0,1.0,0.99,0.124,4.44,3.89,1.23602,,15.3193
,5473.0,0.87,0.93,-0.161,4.53,2.95,6.3602,,14.1153
,5518.0,0.88,0.91,-0.082,4.52,4.47,1.39053,,15.0142
,4433.0,0.67,0.7,-0.806,4.64,3.55,2.24787,,13.5934
,4903.0,0.74,0.8,-0.584,4.61,1.41,2.76,0.5,11.4784
,5227.0,0.8,0.87,-0.436,4.57,3.63,3.54726,,13.9833
,5431.0,0.86,0.89,-0.288,4.53,4.68,6.58918,,15.1734
,4445.0,0.68,0.71,-0.858,4.64,3.63,22.3991,,15.3772
,5494.0,0.89,0.93,-0.193,4.51,4.47,6.81194,,14.502
,5143.0,0.78,0.81,-0.35,4.57,5.25,1.46712,,16.0064
,6089.0,1.13,1.09,0.287,4.37,3.31,0.90433,,13.5557
,4948.0,0.75,0.79,-0.617,4.59,4.57,1.84625,,14.2019
,5436.0,0.82,0.91,0.011,4.57,1.41,0.79155,,12.8401
,5522.0,0.87,0.9,-0.245,4.52,4.68,4.31494,,14.3098
,5030.0,0.77,0.82,-0.62,4.58,4.07,5.43948,,14.3009
,5845.0,1.44,1.09,0.424,4.16,5.7,0.52,2.5,12.2466
,4983.0,0.76,0.8,-0.553,4.59,4.37,2.31795,,15.7163
,6011.0,1.12,1.09,0.17,4.38,3.39,1.06275,,
,4647.0,0.71,0.77,-0.655,4.62,1.86,7.73587,,15.7993
,5547.0,0.92,0.94,-0.126,4.49,5.01,1.19278,,15.9289
,5198.0,0.8,0.83,-0.439,4.57,4.79,3.01011,,15.074
,5763.0,0.97,0.98,0.209,4.45,4.47,0.69205,,13.0054
,5533.0,0.89,0.95,-0.202,4.52,3.24,0.3502,,13.7635
,5105.0,0.78,0.82,-0.448,4.57,5.13,7.38471,,14.2311
,5335.0,0.83,0.87,-0.362,4.55,4.27,3.27732,,14.8561
,4870.0,0.74,0.79,-0.649,4.6,4.37,1.07711,,14.0958
,5711.0,1.35,0.81,0.089,4.11,12.9,1.05883,,12.5697
,5711.0,1.35,0.81,0.089,4.11,12.9,1.30349,,12.5697
,5711.0,1.35,0.81,0.089,4.11,12.9,0.8412,,12.5697
,5694.0,0.96,0.98,-0.044,4.47,4.17,1.6429,,13.3216
,5957.0,1.08,1.06,0.489,4.4,3.55,0.07423,,14.4422
,4815.0,0.72,0.75,-0.6,4.61,4.79,2.91174,,15.6716
,5629.0,0.9,0.92,-0.073,4.5,4.47,0.71425,,14.7617
,5985.0,1.11,1.08,0.031,4.38,3.55,3.37561,,15.3061
,5301.0,0.82,0.86,-0.334,4.55,4.47,8.98752,,15.549
,5913.0,1.04,1.04,0.064,4.42,3.63,4.45912,6.1,13.2479
,5754.0,1.13,1.08,0.424,4.37,4.47,0.25738,,13.3291
,4651.0,0.7,0.75,-0.409,4.62,3.98,0.81232,,14.8444
,3864.0,0.49,0.51,-1.14,4.77,3.8,4.01778,,14.1559
,6397.0,1.58,1.28,0.607,4.15,3.17,0.46,,12.8025
,5827.0,0.89,0.96,0.097,4.43,3.17,1.32224,,12.8025
,6010.0,1.13,1.09,0.059,4.37,3.55,1.35078,,13.0723
,6675.0,1.73,1.43,0.524,4.12,1.74,0.92007,,13.1159
,5888.0,1.03,1.03,-0.047,4.42,3.55,2.06568,,14.8614
,4529.0,0.69,0.74,-0.895,4.63,3.09,4.2258,,13.2088
,6209.0,1.34,1.22,0.369,4.26,2.82,0.06502,,14.085
,5723.0,0.94,0.98,-0.148,4.49,3.09,2.16162,,13.0728
,6127.0,1.2,1.12,0.227,4.33,2.95,0.94603,,14.5601
,5987.0,1.1,1.07,-0.006,4.38,3.09,1.7086,,15.6076
,4644.0,0.69,0.73,-0.316,4.63,3.39,0.19135,,15.5037
,4906.0,0.72,0.75,-0.52,4.61,5.37,3.72577,,15.4894
,5858.0,1.04,1.0,0.083,4.41,4.83,1.38,0.3,12.8391
,5797.0,0.99,0.99,0.072,4.44,4.27,0.29666,,14.6366
,6067.0,1.07,1.09,0.088,4.42,2.14,1.72402,,13.2037
,4597.0,0.7,0.75,-0.682,4.62,2.45,11.57399,,14.8053
,5945.0,1.14,1.09,0.166,4.37,3.39,28.42249,,
,5153.0,0.79,0.85,-0.401,4.57,3.89,8.92788,,13.7409
,5635.0,0.93,0.94,-0.116,4.49,4.47,5.36485,,15.5016
,5635.0,0.93,0.94,-0.116,4.49,4.47,2.64454,,15.5016
,5762.0,0.98,0.98,-0.19,4.45,3.8,2.12805,,13.0239
,5592.0,0.93,0.95,-0.147,4.49,4.79,4.56389,,14.2726
,5806.0,1.01,1.01,-0.025,4.43,4.17,2.34768,,15.8316
,5722.0,0.98,0.99,0.372,4.46,4.37,0.05041,,13.098
,5854.0,1.45,1.24,0.364,4.21,4.29,0.574,3.6,12.4627
,6261.0,1.32,1.21,0.285,4.27,2.75,1.52693,,13.913
,5215.0,0.81,0.86,-0.313,4.56,4.27,5.7186,,15.8291
,6199.0,1.32,1.2,0.365,4.27,2.88,0.63932,,13.842
,5792.0,1.0,1.0,-0.01,4.44,3.72,1.84858,,14.5317
,5792.0,1.0,1.0,-0.01,4.44,3.72,1.61174,,14.5317
,4002.0,0.57,0.6,-1.121,4.7,3.55,3.87226,,15.0056
,3959.0,0.54,0.56,-1.113,4.72,2.95,3.91647,,15.3697
,4868.0,0.74,0.79,-0.557,4.6,3.72,2.40067,,12.9489
,5816.0,1.02,1.02,0.006,4.43,4.17,1.43617,,14.9984
,5612.0,0.92,0.94,0.5,4.49,4.37,0.03994,,15.6075
,5758.0,1.36,1.08,0.263,4.21,6.61,0.8915,,
,5854.0,2.19,1.25,0.707,3.9,3.89,0.24339,,13.0843
,5854.0,2.19,1.25,0.707,3.9,3.89,0.12445,,13.0843
,5956.0,1.16,1.1,0.861,4.35,3.89,0.11728,,13.4086
,5345.0,0.84,0.88,-0.306,4.54,4.68,4.23374,,13.7114
,5923.0,1.14,1.03,0.314,4.33,5.75,0.56168,,13.3417
,5049.0,0.77,0.81,-0.473,4.58,4.68,0.45058,,15.8498
,6113.0,1.28,1.12,0.253,4.27,4.07,0.55994,,12.1577
,6000.0,1.14,1.11,0.079,4.37,3.39,1.04654,,15.2469
,5816.0,1.08,1.05,0.079,4.39,0.3,1.18069,,15.2469
,4350.0,0.66,0.7,-0.86,4.65,2.88,1.71384,,15.5551
,4350.0,0.66,0.7,-0.86,4.65,2.88,5.07372,,15.5551
,5589.0,0.94,0.96,-0.097,4.48,3.55,1.02574,,12.9007
,5975.0,1.08,1.08,0.09,4.4,3.02,1.20451,,11.778
,3753.0,0.49,0.52,-1.297,4.76,3.72,4.5352,,15.5982
,5952.0,1.32,1.04,0.347,4.21,5.73,0.65,1.0,12.2955
,5321.0,0.82,0.86,-0.146,4.55,4.37,2.67261,,14.9963
,5851.0,1.03,1.01,0.08,4.42,3.47,1.94361,,14.7151
,5862.0,1.0,0.99,0.096,4.44,3.8,2.4381,,14.6163
,6166.0,1.2,1.13,0.46,4.33,2.95,0.84334,,13.8084
,6166.0,1.2,1.13,0.46,4.33,2.95,0.34497,,13.8084
,6112.0,1.21,1.14,0.178,4.33,3.09,0.96152,,14.9607
,5658.0,0.92,0.94,-0.093,4.48,4.47,3.18914,,14.5261
,4306.0,0.63,0.66,-0.84,4.66,3.8,6.95894,,15.0615
,5211.0,0.79,0.82,-0.404,4.57,4.9,8.63421,,15.2071
,5794.0,0.99,0.99,0.157,4.45,3.98,0.90721,,14.7332
,5837.0,1.0,1.01,-0.119,4.45,3.63,5.9055,,15.1336
,5663.0,1.06,0.96,0.12,4.37,8.5,1.122,0.4,13.7062
,5960.0,1.15,1.07,0.276,4.33,4.47,0.79317,,12.902
,6247.0,1.34,1.21,0.088,4.26,2.69,2.85412,,13.8225
,5614.0,0.91,0.94,-0.351,4.5,4.27,3.7581,,15.0958
,5724.0,0.94,0.96,0.139,4.48,4.37,0.31768,,14.9224
,6092.0,1.15,1.11,0.522,4.36,3.31,5.24102,,14.0732
,6417.0,1.41,1.3,0.514,4.25,2.04,0.61522,,12.0831
,4299.0,0.68,0.71,-0.945,4.62,8.71,0.66228,,15.1422
,6104.0,1.17,1.11,0.159,4.35,3.09,0.89491,,14.6276
,5268.0,0.82,0.86,-0.417,4.55,4.47,4.56279,,14.1282
,5406.0,0.84,0.88,-0.258,4.54,4.17,3.82916,,14.9192
,5893.0,1.06,1.05,-0.076,4.41,3.8,1.31457,,14.2665
,5952.0,1.16,1.17,0.195,4.38,2.3,0.88106,,13.4192
,5952.0,1.16,1.17,0.195,4.38,2.3,0.432,,13.4192
,4781.0,0.7,0.73,-0.637,4.62,4.79,2.74996,,15.8872
,6077.0,1.15,1.1,-0.09,4.36,3.16,1.97461,,14.7155
,6496.0,1.54,1.34,0.542,4.19,2.09,1.11353,,14.5611
,5931.0,1.17,1.12,0.08,4.35,3.55,4.29644,,14.7828
,5374.0,0.83,0.87,-0.293,4.55,4.27,8.90485,,13.7579
,8480.0,1.73,1.6,1.254,4.17,1.12,0.53077,200.0,11.8822
,5641.0,0.93,0.95,-0.147,4.48,4.9,2.25165,,15.2352
,5612.0,0.93,0.95,-0.224,4.49,4.27,1.98241,,14.1237
,5688.0,0.97,0.96,-0.06,4.46,4.07,0.58519,,14.956
,6083.0,1.17,1.11,0.486,4.35,3.09,0.45899,,15.0671
,5544.0,0.84,0.78,-0.086,4.51,9.4,1.7551,,13.7662
,5544.0,0.84,0.78,-0.086,4.51,9.4,2.14286,,13.7662
,4904.0,0.74,0.78,-0.588,4.6,4.68,3.06505,,15.3045
,6231.0,1.59,1.29,0.475,4.14,3.02,0.45721,,12.017
,5544.0,0.89,0.92,0.059,4.51,4.68,0.96661,,15.1025
,5500.0,0.9,0.93,-0.295,4.5,5.13,3.18576,,14.8069
,3658.0,0.34,0.35,-1.323,4.93,3.39,5.16342,,15.9678
,5683.0,0.94,0.95,0.647,4.47,4.17,0.80228,,14.8766
,5798.0,0.93,0.92,-0.099,4.46,5.5,1.88819,,14.0207
,5664.0,0.95,0.97,-0.259,4.47,4.37,1.89424,,15.1325
,5543.0,0.91,0.94,-0.196,4.5,4.57,10.19029,,15.6861
,5831.0,1.0,1.0,-0.027,4.44,4.07,3.86037,,15.2572
,5831.0,1.0,1.0,-0.027,4.44,4.07,3.74105,,15.2572
,4725.0,0.69,0.75,-0.576,4.64,6.89,2.71,0.4,13.4598
,5403.0,0.81,0.9,-0.26,4.57,1.58,1.9628,,12.3956
,5851.0,1.04,1.03,-0.028,4.42,4.17,1.41165,,14.9375
,5298.0,0.83,0.87,-0.378,4.55,4.57,1.50773,,15.4722
,5569.0,0.9,0.93,-0.21,4.5,4.07,20.39189,,14.8099
,5281.0,0.81,0.84,-0.397,4.56,4.9,4.80501,,15.8249
,5656.0,0.94,0.96,0.437,4.47,4.47,0.57519,,14.2953
,4512.0,0.68,0.72,-0.853,4.63,3.24,11.55482,,15.6422
,6807.0,1.84,1.5,0.754,4.08,1.58,0.36758,,12.6907
,5582.0,0.92,0.95,-0.333,4.49,4.37,6.55345,,15.3357
,5550.0,0.91,0.94,-0.304,4.5,4.47,2.57532,,14.1349
M0 V,4605.0,0.67,0.77,-0.685,4.65,2.69,3.41328,,13.7125
M0 V,4660.0,0.54,0.56,-0.685,4.72,2.69,3.59149,,13.7125
M0 V,4660.0,0.54,0.56,-0.685,4.72,2.69,3.39257,,13.7125
,4850.0,0.73,0.76,-0.566,4.61,5.01,5.29946,,15.4527
,5791.0,1.07,1.01,0.155,4.38,6.17,1.01527,,12.3348
,5685.0,0.96,0.97,0.437,4.46,5.37,0.09668,,14.2783
,5053.0,0.77,0.81,-0.623,4.58,4.79,6.48761,,15.1938
,5053.0,0.77,0.81,-0.623,4.58,4.79,1.62078,,15.1938
,5753.0,0.96,0.98,0.056,4.47,3.98,2.63554,,14.9125
,5064.0,0.75,0.79,-0.498,4.59,4.79,5.25201,,15.4499
,4692.0,0.7,0.74,-0.642,4.62,4.9,3.92223,,15.8497
,5941.0,1.14,1.09,0.235,4.36,3.8,0.68449,,15.3564
,5054.0,0.77,0.81,-0.531,4.58,4.57,8.38181,,15.2812
,5833.0,1.01,1.02,0.165,4.43,3.98,1.08184,,14.9307
,5979.0,1.21,1.07,0.22,4.31,5.5,0.99436,,13.3925
,5979.0,1.21,1.07,0.22,4.31,5.5,1.13453,,13.3925
,4754.0,0.72,0.76,-0.666,4.61,4.68,2.35572,,14.4231
,5470.0,0.85,0.88,-0.342,4.53,4.37,6.66383,,14.8569
,3964.0,0.53,0.55,-1.097,4.73,3.47,3.72809,,14.5976
,5470.0,0.88,0.91,-0.284,4.52,4.57,2.57091,,15.7976
,6327.0,1.43,1.26,0.452,4.23,2.29,0.68894,,14.7792
,6327.0,1.43,1.26,0.452,4.23,2.29,2.48739,,14.7792
,5842.0,1.03,1.03,0.047,4.43,3.72,3.21232,,14.7392
,5778.0,1.0,1.0,-0.068,4.44,4.47,2.28121,,14.1258
,4679.0,0.71,0.76,-0.675,4.62,3.39,2.97604,,14.3769
,6203.0,1.95,1.41,0.84,4.01,2.88,1.29966,,13.5744
,6217.0,1.28,1.19,0.298,4.3,2.75,4.66661,,14.5451
,6142.0,1.45,1.21,0.421,4.2,0.34,1.06053,,13.6894
,6142.0,1.45,1.21,0.421,4.2,0.34,4.04639,,13.6894
,5519.0,0.89,0.92,-0.343,4.51,4.57,3.39097,,15.8003
,4253.0,0.57,0.59,-0.653,4.7,3.39,3.57023,,15.8004
,5390.0,0.84,0.89,-0.322,4.54,4.37,1.49185,,15.4855
,6302.0,1.35,1.22,0.396,4.26,2.88,0.71347,,12.1183
,5183.0,0.79,0.85,-0.399,4.57,3.63,2.76446,,14.0899
,6080.0,1.18,1.13,0.552,4.34,3.24,0.33691,,14.3923
,5446.0,0.86,0.9,-0.256,4.53,4.9,2.66299,,14.466
,4971.0,0.75,0.79,-0.536,4.6,4.27,2.85817,,15.9292
,5157.0,0.82,0.87,-0.53,4.56,4.27,2.97042,,15.6088
,6191.0,1.23,1.24,0.262,4.35,1.38,0.75322,,12.6852
F8 V,6150.0,1.61,1.13,0.538,4.1,5.3,0.41,6.0,14.2472
,5069.0,0.76,0.8,-0.338,4.58,4.9,1.80506,,15.9093
,7044.0,1.95,1.58,0.869,4.05,1.35,0.47547,,11.4587
,5558.0,0.89,0.92,-0.161,4.51,4.37,1.73973,,15.8463
,5252.0,0.82,0.86,-0.435,4.55,4.79,3.22018,,13.8043
,5936.0,1.04,1.04,0.555,4.42,3.55,3.89135,,14.159
,5453.0,0.86,0.9,-0.34,4.53,4.17,4.60464,,15.9163
,5844.0,1.02,1.01,-0.117,4.42,3.8,6.92559,,15.0496
,5712.0,0.97,0.98,0.342,4.46,4.47,0.34158,,14.5078
,4990.0,0.75,0.8,-0.277,4.59,4.68,3.02114,,13.9597
,5212.0,0.81,0.84,-0.444,4.56,4.9,21.6335,3.2,14.0675
,5274.0,1.09,0.81,-0.377,4.32,13.9,2.37825,,14.7187
,5274.0,1.09,0.81,-0.377,4.32,13.9,6.77384,,14.7187
,6077.0,1.14,1.09,0.417,4.36,3.09,0.66064,,14.9844
,6176.0,1.3,1.17,0.472,4.27,3.24,1.15805,,13.4553
,5924.0,1.05,1.04,0.256,4.41,3.39,2.73705,,15.3453
,5765.0,0.99,1.0,0.255,4.45,4.27,1.04093,,15.8301
,5983.0,1.07,1.05,0.065,4.41,3.55,0.68566,,14.9314
,5622.0,0.87,0.96,0.282,4.54,1.55,0.6226,,12.5524
,5635.0,0.93,0.95,0.064,4.49,4.47,12.8622,,15.2673
,5975.0,1.09,1.06,0.136,4.39,3.39,4.91133,,14.5664
,5913.0,1.06,1.04,0.398,4.4,4.17,0.58322,,14.9676
,6012.0,1.16,1.11,0.041,4.36,3.39,1.42473,,14.249
,5595.0,0.84,0.92,-0.037,4.57,3.63,1.35492,,14.2004
,5595.0,0.84,0.92,-0.037,4.57,3.63,1.37114,,14.2004
,4730.0,0.72,0.76,-0.727,4.62,3.98,2.94604,,14.494
,5308.0,0.81,0.85,-0.226,4.56,4.57,2.26307,,15.3125
,5438.0,0.83,0.86,-0.128,4.55,4.47,2.33467,,15.6807
,5908.0,1.21,1.08,0.351,4.31,5.01,0.48553,,13.4208
,5590.0,0.92,0.94,-0.127,4.49,4.79,6.60457,,14.1034
,4965.0,0.71,0.74,-0.446,4.61,4.47,6.93388,,15.9123
,5756.0,0.97,0.98,-0.047,4.46,3.98,5.34075,,14.8324
,4708.0,0.72,0.78,-0.666,4.62,2.69,7.75533,,15.1132
,5517.0,0.9,0.93,-0.232,4.5,4.68,3.85065,,14.7693
,5889.0,1.17,0.94,0.187,4.27,7.76,0.6607,,13.0302
,5947.0,1.48,1.17,0.449,4.17,4.0,0.50824,0.8,13.3596
M0 V,4096.0,0.53,0.65,-0.677,4.73,3.63,2.77559,,14.7188
M0 V,4096.0,0.53,0.65,-0.677,4.73,3.63,2.77961,,14.7188
,4612.0,0.7,0.74,-0.689,4.63,3.02,2.48278,,15.7889
,6177.0,1.24,1.15,0.044,4.32,2.95,0.26952,,14.7003
,5834.0,1.04,1.03,-0.134,4.42,4.17,0.87771,,15.6084
,4105.0,0.61,0.64,-0.854,4.67,3.47,2.81504,,14.9147
,5825.0,1.03,1.03,-0.058,4.42,4.27,1.73921,,15.295
,5226.0,0.81,0.84,-0.418,4.56,4.9,4.9894,,15.1303
,4877.0,0.75,0.8,-0.62,4.6,3.55,4.7099,,15.9286
,5909.0,1.06,1.06,0.638,4.41,3.63,0.8893,,14.4485
,5001.0,0.76,0.8,-0.553,4.59,4.47,19.93868,,15.9464
,6210.0,1.38,1.23,0.343,4.24,3.09,0.89211,,12.4115
,5311.0,0.7,0.86,-0.474,4.65,0.5,9.36513,,14.677
,5311.0,0.7,0.86,-0.474,4.65,0.5,0.7794,,14.677
,5568.0,0.92,0.94,-0.149,4.49,5.13,4.6734,,15.566
,5705.0,0.94,0.96,0.134,4.48,4.17,0.13325,,15.8278
,6051.0,1.15,1.1,0.211,4.36,3.24,1.15071,,15.0235
,6050.0,1.21,1.14,0.395,4.33,3.47,0.5599,,13.342
,5130.0,0.8,0.85,-0.419,4.57,4.68,12.56224,,15.2226
,5616.0,0.93,0.95,-0.182,4.48,4.79,5.06537,,14.4254
,5743.0,0.98,0.99,0.073,4.46,4.07,1.64385,,15.107
,5905.0,1.08,1.06,0.085,4.4,3.8,3.35123,,15.2415
,5986.0,1.1,1.06,0.363,4.38,3.8,0.21129,,13.5511
,5944.0,1.94,1.25,0.926,3.97,4.37,0.06171,,12.2321
,6050.0,1.22,1.08,0.27,4.3,3.89,0.91393,,14.2223
,6050.0,1.22,1.08,0.27,4.3,3.89,0.89661,,14.2223
,6050.0,1.22,1.08,0.27,4.3,3.89,2.10549,,14.2223
,6050.0,1.22,1.08,0.27,4.3,3.89,1.08783,,14.2223
,6102.0,0.95,1.03,0.27,4.35,3.89,0.93373,,14.2223
,5842.0,0.99,1.0,0.025,4.45,3.63,1.66158,,14.9649
,5194.0,0.82,0.87,-0.355,4.55,4.57,1.04718,,15.5804
,5239.0,0.8,0.84,-0.458,4.56,4.37,5.10616,,14.0908
,4870.0,0.75,0.8,-0.541,4.6,3.63,1.8193,,14.6119
,6155.0,1.22,1.18,0.293,4.34,2.34,1.00393,,12.825
,6140.0,1.19,1.13,0.333,4.34,3.02,5.68003,,14.632
,5923.0,1.02,1.02,0.359,4.43,3.72,0.44856,,14.1497
,5747.0,0.95,0.97,-0.158,4.47,4.17,6.27526,,14.1758
,5063.0,0.74,0.78,-0.555,4.59,5.13,4.14027,,14.8612
,3784.0,0.51,0.54,-1.533,4.75,3.72,4.35164,,15.5104
,6089.0,1.26,1.01,0.41,4.28,0.48,1.28263,,14.0212
,6089.0,1.26,1.01,0.41,4.28,0.48,2.35995,,14.0212
,5961.0,1.08,1.06,0.096,4.4,3.47,3.20056,,15.2743
,5778.0,1.0,1.01,0.023,4.44,4.17,1.2762,,14.714
,5471.0,0.89,0.92,-0.359,4.51,4.79,1.8739,,14.7619
,6198.0,1.25,1.16,0.221,4.3,2.88,1.32431,,14.6594
,4967.0,0.76,0.8,-0.454,4.59,4.37,3.80666,,15.878
,5541.0,0.9,0.93,-0.156,4.5,4.57,1.97455,,13.8765
,5337.0,0.82,0.86,-0.379,4.55,4.07,6.0153,,15.9248
,5472.0,0.9,0.94,-0.258,4.5,4.57,4.01964,,15.7553
,6386.0,1.48,1.3,0.584,4.21,2.14,0.73308,,14.7328
,6564.0,1.57,1.4,0.447,4.2,1.62,0.485,,15.3947
,4984.0,0.64,0.84,-0.467,4.67,1.82,2.23727,,14.124
,4984.0,0.64,0.84,-0.467,4.67,1.82,0.44622,,14.124
,4984.0,0.64,0.84,-0.467,4.67,1.82,0.07455,,14.124
,5682.0,0.96,0.98,0.223,4.47,4.07,3.35225,,13.9609
,5261.0,0.8,0.84,-0.324,4.56,4.68,1.47924,,15.669
,4895.0,0.74,0.77,-0.516,4.6,5.62,4.07205,,15.4984
,5667.0,0.94,0.96,-0.244,4.48,4.37,1.56166,,14.8331
,6680.0,1.77,1.46,1.032,4.1,1.7,0.11781,,12.3234
,5306.0,0.83,0.86,-0.411,4.55,4.57,3.05943,,15.3721
,5306.0,0.83,0.86,-0.411,4.55,4.57,4.05093,,15.3721
,4611.0,0.69,0.73,-0.727,4.63,3.89,0.11476,,15.0318
,5303.0,0.82,0.86,-0.345,4.55,4.68,7.43092,,15.9013
,6149.0,1.21,1.21,0.276,4.36,1.51,0.90781,,12.9248
,6202.0,1.28,1.19,0.428,4.29,2.82,0.67505,,15.3518
M1 V,3810.0,0.51,0.54,-1.328,4.74,13.5,4.68232,,14.7675
,5717.0,0.98,0.99,0.343,4.46,4.57,8.08759,,15.5694
,5545.0,0.89,0.92,-0.153,4.51,4.79,6.65298,,14.9391
,5949.0,1.09,1.06,-0.13,4.38,3.89,1.52219,,14.4946
,5850.0,1.1,0.97,0.345,4.33,7.08,0.38914,,12.4566
,4985.0,0.75,0.78,-0.572,4.59,5.62,4.55362,,15.3024
,4985.0,0.75,0.78,-0.572,4.59,5.62,3.32192,,15.3024
,4985.0,0.75,0.78,-0.572,4.59,5.62,3.31866,,15.3024
,6018.0,1.12,1.08,0.307,4.37,3.55,0.53968,,15.199
,6129.0,1.36,1.17,0.428,4.23,3.72,0.57834,,13.513
,5502.0,0.87,0.9,-0.136,4.52,4.37,1.42361,,15.5124
,5839.0,0.99,0.99,0.094,4.45,3.89,1.17376,,13.7847
,5053.0,0.77,0.8,-0.333,4.58,5.25,4.30442,,15.333
,6239.0,1.36,1.18,0.452,4.25,3.39,0.55661,,10.454
,6239.0,1.36,1.18,0.452,4.25,3.39,0.71931,,10.454
,5961.0,1.08,1.06,0.526,4.39,3.8,0.13337,,14.8234
,5006.0,0.77,0.82,-0.523,4.58,4.47,7.26483,,15.5817
,5771.0,0.98,0.99,-0.105,4.45,4.27,3.11474,,15.1837
,5213.0,0.8,0.84,-0.414,4.56,4.9,2.45318,,15.0007
,5791.0,0.98,0.99,-0.055,4.45,4.17,3.41073,,14.4788
,4630.0,0.69,0.71,-0.7,4.63,5.25,4.27014,,15.5655
,5044.0,0.76,0.8,-0.53,4.59,5.13,0.36789,,15.836
,6096.0,1.2,1.15,0.003,4.33,3.24,1.52999,,15.8136
,5904.0,1.09,1.06,0.345,4.38,4.27,0.93341,,15.2224
,5998.0,1.15,1.1,0.556,4.36,3.55,0.84302,,13.5701
,6106.0,1.36,1.27,0.407,4.26,2.63,0.52724,,11.4381
,6106.0,1.36,1.27,0.407,4.26,2.63,0.73021,,11.4381
,5047.0,3.38,1.28,0.713,3.49,4.37,0.04387,,13.2851
,6143.0,1.23,1.13,0.219,4.31,3.63,0.97998,,13.8677
,5926.0,1.09,1.06,0.37,4.39,3.89,0.61921,,14.3837
,5566.0,0.91,0.94,-0.305,4.5,4.47,2.74306,,15.796
,6179.0,2.17,1.45,0.798,3.93,2.88,0.1211,,11.6819
,6296.0,1.36,1.23,0.315,4.26,2.51,3.17374,,14.4061
,6188.0,1.21,1.14,0.22,4.33,3.09,1.30364,,12.8485
,5578.0,0.92,0.94,-0.199,4.49,5.01,2.40742,,14.0928
,6074.0,1.16,1.11,0.366,4.35,3.31,1.31343,,13.6316
